1	262
2	293
3	293
4	277
5	278
6	266
7	270
8	259
9	285
10	280
11	275
12	247
13	261
14	260
15	289
16	286
17	268
18	280
19	281
20	286
21	298
22	275
23	255
24	289
25	255
26	271
27	270
28	277
29	282
30	287
31	286
32	251
33	275
34	238
35	279
36	264
37	256
38	246
39	252
40	282
41	256
42	300
43	282
44	278
45	276
